year,month,gainer,gaintype,procedur,entity,contgain,area,pop,portion,loser,losetype,contlose,entry,exit,number,indep,conflict,version
1958,10,900,0,3,9002,0,135.00,3361,1,200,0,0,0,0,687,0,0,5
1960,11,91,1,3,93,1,20720.00,.,0,93,1,1,0,0,688,0,0,5
1960,8,352,1,-9,352,-9,9251.00,573000,1,200,0,0,1,0,689,1,0,5
1960,4,432,1,-9,432,-9,1401182.00,7172000,1,220,0,0,-9,0,690,1,0,5
1960,8,433,1,4,433,-9,197161.00,3110000,1,432,0,1,1,0,692,1,0,5
1960,8,434,1,-9,434,-9,115760.00,2050000,1,220,0,0,1,0,693,1,0,5
1960,11,435,1,-9,435,-9,1085805.00,970000,1,220,0,0,1,0,694,1,0,5
1960,8,436,1,-9,436,-9,1188794.00,2876000,1,220,0,0,1,0,695,1,0,5
1960,8,437,1,-9,437,-9,322463.00,3230000,1,220,0,0,1,0,696,1,0,5
1960,8,439,1,-9,439,-9,274200.00,4400000,1,220,0,0,1,0,697,1,0,5
1960,4,461,1,-9,461,-9,56600.00,1440000,1,220,0,0,1,0,698,1,0,5
1960,1,471,1,-9,471,-9,432012.00,4700000,1,220,0,0,1,0,699,1,0,5
1960,10,475,1,-9,475,-9,878447.00,52000000,1,200,0,0,1,0,700,1,0,5
1960,8,481,1,-9,481,-9,267000.00,446000,1,220,0,0,1,0,701,1,0,5
1960,8,482,1,-9,482,-9,626000.00,1227000,1,220,0,0,1,0,702,1,0,5
1960,8,483,1,-9,483,-9,1283000.00,3070000,1,220,0,0,1,0,703,1,0,5
1960,8,484,1,-9,484,-9,342000.00,773000,1,220,0,0,1,0,704,1,0,5
1960,6,490,1,-9,490,-9,2344932.00,14100000,1,211,0,0,1,0,705,1,0,5
1960,7,520,1,-9,520,-9,461541.00,1330000,1,325,0,0,1,0,706,1,0,5
1960,7,520,1,5,521,1,176120.00,650000,1,200,0,0,0,0,707,0,0,5
1960,6,580,1,-9,580,-9,590000.00,5393000,1,220,0,0,1,0,708,1,0,5
1961,8,434,1,1,434,1,2.00,12,0,235,0,0,0,0,709,0,0,5
1961,4,451,1,-9,451,-9,72326.00,2252000,1,200,0,0,1,0,710,1,0,5
1961,2,471,1,5,472,1,42945.00,840000,0,200,0,0,0,0,711,0,0,5
1961,2,475,1,5,472,1,45325.00,.,0,200,0,0,0,0,712,0,0,5
1961,12,510,1,-9,510,-9,939361.00,9399000,1,200,0,0,1,0,713,1,0,5
1961,9,652,1,4,652,-9,184920.00,4693000,1,651,0,0,1,0,714,1,0,5
1961,6,690,1,-9,690,-9,15540.00,322000,1,200,0,0,1,0,715,1,0,5
1961,10,710,1,3,775,1,161.00,0,0,775,1,1,0,0,716,0,0,5
1961,12,750,1,1,752,1,4193.00,649660,1,235,0,0,0,0,717,0,1,5
1961,10,790,1,3,710,1,780.00,31200,0,710,1,1,0,0,718,0,0,5
1962,8,51,1,-9,51,-9,11424.00,1661000,1,200,0,0,1,0,719,1,0,5
1962,8,52,1,-9,52,-9,5128.00,900000,1,200,0,0,1,0,720,1,0,5
1962,10,500,1,-9,500,-9,243411.00,7016000,1,200,0,0,1,0,721,1,0,5
1962,7,516,1,-9,516,-9,27834.00,3025000,1,211,0,0,1,0,722,1,0,5
1962,7,517,1,-9,517,-9,26388.00,2840000,1,211,0,0,1,0,723,1,0,5
1962,7,615,1,-9,615,-9,2381741.00,10900000,1,220,0,0,1,0,724,1,1,5
1962,1,990,1,-9,990,-9,2823.00,116000,1,920,0,0,1,0,725,1,0,5
1963,7,70,1,3,2,1,2.00,100,0,2,1,1,0,0,726,0,0,5
1963,8,260,1,3,210,1,1.00,.,0,210,1,1,0,0,727,0,0,5
1963,12,501,1,-9,501,-9,582646.00,8847000,1,200,0,0,1,0,728,1,0,5
1963,12,511,1,-9,511,-9,2642.00,329000,1,200,0,0,1,0,729,1,0,5
1963,3,770,1,3,710,1,1942.00,9136,0,710,1,1,0,0,730,0,0,5
1963,10,820,1,5,830,1,583.00,1733000,1,200,0,0,0,0,731,0,0,5
1963,10,820,1,5,823,0,76115.00,478000,1,200,0,0,0,0,732,0,0,5
1963,10,820,1,5,824,0,124967.00,778000,1,200,0,0,0,0,733,0,0,5
1963,5,850,1,3,851,1,412781.00,751000,1,210,0,0,0,0,734,0,1,5
1964,9,338,1,-9,338,-9,316.00,324000,1,200,0,0,1,0,735,1,0,5
1964,4,510,1,5,511,1,942003.00,11400000,1,511,1,1,0,0,736,0,0,5
1964,10,551,1,-9,551,-9,751936.00,3600000,1,200,0,0,1,0,737,1,0,5
1964,7,553,1,-9,553,-9,119311.00,3845000,1,200,0,0,1,0,738,1,0,5
1965,2,420,1,-9,420,-9,10368.00,330000,1,200,0,0,1,0,739,1,0,5
1965,8,663,1,3,670,1,750.00,750,0,670,1,1,0,0,740,0,0,5
1965,8,670,1,3,663,1,750.00,750,0,663,1,1,0,0,741,0,0,5
1965,7,781,1,-9,781,-9,298.00,98000,1,200,0,0,-9,0,742,1,0,5
1965,8,830,1,4,830,-9,583.00,1865000,1,820,0,1,1,0,743,1,0,5
1966,11,53,1,-9,53,-9,430.00,238000,1,200,0,0,1,0,744,1,0,5
1966,5,110,1,-9,110,-9,210000.00,714223,1,200,0,0,1,0,745,1,0,5
1966,10,570,1,-9,570,-9,30340.00,1080857,1,200,0,0,1,0,746,1,0,5
1966,9,571,1,-9,571,-9,575000.00,667000,1,200,0,0,1,0,747,1,0,5
1967,6,666,1,1,651,1,53242.00,418800,0,651,1,1,0,0,748,0,1,5
1967,6,666,1,1,652,1,1710.00,60000,0,652,1,1,0,0,749,0,1,5
1967,6,666,1,1,663,1,5878.00,674500,0,663,1,1,0,0,750,0,1,5
1967,11,680,1,-9,680,-9,160300.00,1250000,1,200,0,0,1,0,751,1,0,5
1967,.,698,1,3,698,1,73.00,85,0,200,0,0,0,0,752,0,0,5
1968,10,411,1,-9,411,-9,28051.00,290000,1,230,0,0,1,0,753,1,0,5
1968,9,572,1,-9,572,-9,17400.00,442195,1,200,0,0,1,0,754,1,0,5
1968,3,590,1,-9,590,-9,1865.00,830700,1,200,0,0,1,0,755,1,0,5
1968,6,740,1,3,.,0,100.00,.,0,2,0,0,0,0,756,0,0,5
1968,2,750,1,3,770,1,7000.00,.,0,770,1,1,0,0,757,0,0,5
1968,2,770,1,3,750,1,780.00,187200,0,750,1,1,0,0,758,0,0,5
1968,1,970,1,-9,970,-9,22.00,6603,1,900,0,0,-9,0,759,1,0,5
1969,6,600,1,3,605,1,1505.00,51517,1,230,0,0,0,0,760,0,0,5
1969,12,670,1,3,690,1,2850.00,2080,0,690,1,1,0,0,761,0,0,5
1969,12,690,1,3,670,1,2850.00,2080,0,670,1,1,0,0,762,0,0,5
1970,10,950,1,-9,950,-9,18272.00,524457,1,200,0,0,1,0,763,1,0,5
1970,6,955,1,-9,955,-9,700.00,87406,1,200,0,0,-9,0,764,1,0,5
1971,4,93,0,3,93,1,6.00,2116,0,2,0,0,0,0,765,0,0,5
1971,11,630,1,1,696,1,1.00,100,0,696,1,1,0,0,766,0,1,5
1971,11,630,1,2,696,1,1.00,100,0,696,1,1,0,0,767,0,0,5
1971,7,692,1,-9,692,-9,723.00,216815,1,200,0,0,1,0,768,1,0,5
1971,9,694,1,-9,694,-9,11000.00,160000,1,200,0,0,1,0,769,1,0,5
1971,12,696,1,5,696,1,90410.00,154656,0,696,1,1,-9,0,770,0,0,5
1971,12,750,1,1,770,1,13361.00,5000000,0,770,1,1,0,0,774,0,1,5
1971,12,770,1,1,750,1,315.00,75600,0,750,1,1,0,0,775,0,0,5
1971,12,771,1,4,771,-9,144020.00,71300000,1,770,0,0,-9,0,776,1,1,5
1972,.,91,1,3,91,1,3.00,.,0,2,0,0,0,0,777,0,0,5
1972,.,678,1,2,680,1,182.00,1000,0,680,1,0,0,0,778,0,0,5
1972,2,696,1,5,696,1,1690.00,24482,0,696,1,-9,0,0,779,0,0,5
1972,5,740,1,3,741,1,848.00,934176,1,2,0,0,0,0,780,0,0,5
1972,7,750,1,3,750,1,179.00,.,0,770,1,1,0,0,781,0,0,5
1972,7,770,1,3,770,1,14609.00,3506160,0,750,1,1,0,0,782,0,0,5
1973,7,31,1,-9,31,-9,13864.00,168812,1,200,0,0,1,0,783,1,0,5
1973,6,620,1,1,483,1,78000.00,78000,0,483,1,1,0,0,784,0,0,5
1973,10,666,1,1,652,1,780.00,15000,0,652,1,1,0,0,785,0,1,5
1974,2,55,1,-9,55,-9,344.00,107779,1,200,0,0,1,0,787,1,0,5
1974,9,404,1,-9,404,-9,36125.00,487448,1,235,0,0,1,0,788,1,0,5
1974,8,640,1,1,352,1,3640.00,250000,0,352,1,1,0,0,789,0,1,5
1974,1,651,1,3,651,1,1000.00,1000,0,666,1,1,0,0,790,0,0,5
1974,6,780,1,3,750,1,1.00,100,0,750,1,1,0,0,791,0,0,5
1975,11,115,1,-9,115,-9,163265.00,414000,1,210,0,0,1,0,792,1,0,5
1975,7,402,1,-9,402,-9,4033.00,272071,1,235,0,0,1,0,793,1,0,5
1975,7,403,1,-9,403,-9,964.00,76430,1,235,0,0,1,0,794,1,0,5
1975,11,540,1,-9,540,-9,1246700.00,5673046,1,235,0,0,1,0,795,1,1,5
1975,6,541,1,-9,541,-9,784961.00,8233834,1,235,0,0,1,0,796,1,0,5
1975,7,581,1,-9,581,-9,1862.00,252000,1,220,0,0,1,0,797,1,0,5
1975,7,645,1,3,670,1,3500.00,.,0,670,1,1,0,0,798,0,0,5
1975,11,651,1,3,651,1,20000.00,2000,0,666,1,1,0,0,799,0,0,5
1975,7,670,1,3,645,1,3500.00,2000,0,645,1,1,0,0,800,0,0,5
1975,4,816,1,1,817,1,174481.00,18300000,1,817,1,-9,0,1,801,0,1,5
1975,9,910,1,-9,910,-9,462840.00,2600000,1,900,0,1,1,0,802,1,0,5
1976,2,220,0,4,5812,0,374.00,38000,1,581,1,1,0,0,803,0,0,5
1976,4,435,1,3,609,1,88667.00,.,0,230,0,0,0,0,804,0,0,5
1976,6,591,1,-9,591,-9,404.00,59000,1,200,0,0,1,0,805,1,0,5
1976,6,591,0,3,5920,1,27.00,.,0,200,0,0,0,0,806,0,0,5
1976,4,600,1,3,609,1,177667.00,.,0,230,0,0,0,0,807,0,0,5
1976,6,652,1,3,652,1,780.00,.,0,666,1,1,0,0,808,0,0,5
1976,7,850,1,1,860,1,14984.00,610541,1,235,0,0,0,0,809,0,0,5
1977,6,522,1,-9,522,-9,23000.00,300000,1,220,0,0,1,0,810,1,0,5
1978,11,54,1,-9,54,-9,728.00,78000,1,200,0,0,1,0,811,1,0,5
1978,4,95,1,3,96,1,1676.00,41800,1,2,0,0,0,0,812,0,0,5
1978,7,940,1,-9,940,-9,29785.00,196823,1,200,0,0,1,0,813,1,0,5
1978,10,947,1,-9,947,-9,24.00,5887,1,200,0,0,-9,0,814,1,0,5
1979,2,56,1,-9,56,-9,616.00,121000,1,200,0,0,1,0,815,1,0,5
1979,10,57,1,-9,57,-9,389.00,120000,1,200,0,0,-9,0,816,1,0,5
1979,5,651,1,3,651,1,20000.00,2000,0,666,1,1,0,0,817,0,0,5
1979,7,946,1,-9,946,-9,572.00,57816,1,200,0,0,-9,0,818,1,0,5
1980,4,552,1,-9,552,-9,390622.00,7360000,1,200,0,0,1,0,819,1,0,5
1980,.,600,1,3,435,1,88667.00,100000,0,435,1,1,0,0,820,0,0,5
1980,7,935,1,-9,935,-9,14760.00,97468,1,220,0,0,-9,0,821,1,0,5
1981,7,100,1,3,1101,0,10.00,0,1,2,0,0,0,0,822,0,0,5
1981,9,80,1,-9,80,-9,22800.00,148300,1,200,0,0,1,0,823,1,0,5
1981,11,58,1,-9,58,-9,440.00,77000,1,200,0,0,1,0,824,1,0,5
1981,12,645,1,3,.,1,3333.00,0,0,-9,-9,-9,0,0,825,0,0,5
1981,12,670,1,3,.,1,3333.00,0,0,-9,-9,-9,0,0,826,0,0,5
1983,9,60,1,-9,60,-9,360.00,44500,1,200,0,0,1,0,827,1,0,5
1984,1,835,1,-9,835,-9,5270.00,215000,1,200,0,0,1,0,828,1,0,5
1984,11,155,1,3,.,1,1079.00,0,0,-9,-9,-9,0,0,829,0,0,5
1984,11,160,1,3,.,1,1083.00,0,0,-9,-9,-9,0,0,830,0,0,5
1986,10,983,1,-9,983,-9,181.00,40000,1,2,0,0,0,0,831,1,0,5
1986,11,987,1,-9,987,-9,702.00,95000,1,2,0,0,0,0,832,1,0,5
1986,12,432,1,3,439,1,1553.00,65000,0,439,1,1,0,0,833,0,1,5
1989,3,651,1,3,666,1,1.00,0,0,666,1,1,0,0,834,0,0,5
1990,3,565,1,-9,565,-9,823290.00,1372000,0,560,0,1,1,0,835,1,1,5
1990,5,679,1,5,680,1,329111.00,2488000,1,680,1,1,0,1,836,0,0,5
1990,10,255,1,5,265,1,108333.00,16600000,1,265,1,1,0,1,837,0,0,5
1991,4,372,1,4,372,-9,69700.00,5500000,1,365,1,1,1,0,838,1,0,5
1991,6,344,1,4,344,-9,56410.00,4763000,1,345,1,1,1,0,839,1,1,5
1991,6,349,1,4,349,-9,20256.00,1974000,1,345,1,1,1,0,840,1,1,5
1991,8,359,1,4,359,-9,33700.00,4350000,1,365,1,1,1,0,841,1,0,5
1991,8,370,1,4,370,-9,207600.00,10200000,1,365,1,1,1,0,842,1,0,5
1991,8,373,1,4,373,-9,86600.00,7200000,1,365,1,1,1,0,843,1,0,5
1991,8,703,1,4,703,-9,198500.00,4375000,1,365,1,1,1,0,844,1,0,5
1991,8,704,1,4,704,-9,447400.00,20300000,1,365,1,1,1,0,845,1,0,5
1991,9,366,1,4,366,-9,45227.00,1581000,1,365,1,1,1,0,846,1,0,5
1991,9,367,1,4,367,-9,64610.00,2600000,1,365,1,1,1,0,847,1,0,5
1991,9,368,1,4,368,-9,65301.00,3754000,1,365,1,1,1,0,848,1,0,5
1991,9,371,1,4,371,-9,28400.00,3450000,1,365,1,1,1,0,849,1,0,5
1991,9,702,1,4,702,-9,143100.00,5250000,1,365,1,1,1,0,850,1,0,5
1991,10,701,1,4,701,-9,488100.00,3600000,1,365,1,1,1,0,851,1,0,5
1993,4,343,1,4,343,-9,24856.00,2109000,1,345,1,1,1,0,852,1,0,5
1991,12,369,1,4,369,-9,603700.00,52000000,1,365,1,1,1,0,853,1,0,5
1991,12,705,1,4,705,-9,2717300.00,16700000,1,365,1,1,1,0,854,1,0,5
1992,4,346,1,4,346,-9,51107.00,4455000,1,345,1,1,1,0,855,1,1,5
1992,9,92,1,3,.,1,147.00,36000,0,-9,-9,-9,0,0,856,0,0,5
1992,9,91,1,3,.,1,293.00,13000,0,-9,-9,-9,0,0,857,0,0,6
1992,10,679,1,3,698,1,1875.00,0,0,698,1,1,0,0,858,0,0,6
1992,10,698,1,3,679,1,1250.00,0,0,679,1,1,0,0,859,0,0,6
1992,6,771,1,3,7712,1,1.00,20,1,750,1,1,0,0,860,0,0,6
1993,1,316,1,4,316,-9,79228.00,10300000,1,315,1,1,1,1,861,1,0,6
1993,1,317,1,4,317,-9,48666.00,5200000,1,315,1,1,1,1,862,1,0,6
1993,4,531,1,4,531,-9,124993.00,3000000,1,530,1,1,1,0,863,1,1,6
1993,5,690,1,3,645,1,.,0,0,645,1,1,0,0,864,0,0,6
1994,3,565,1,3,5651,1,1124.00,30000,1,560,0,0,0,0,865,0,0,6
1994,10,986,1,-9,980,-9,487.00,15600,0,2,0,0,1,0,866,1,0,6
1995,2,663,1,3,666,1,340.00,0,0,666,1,1,0,0,867,0,0,6
1996,4,710,1,3,365,1,18.00,0,0,365,1,1,0,0,868,0,0,6
1997,6,316,1,3,317,1,4.52,31,0,317,1,1,0,0,869,0,0,6
1997,6,317,1,3,316,1,4.52,120,0,316,1,1,0,0,870,0,0,6
1997,7,710,1,3,720,1,1084.00,6700000,1,200,0,0,0,0,871,0,0,6
1998,7,710,1,3,705,1,470.00,.,0,705,1,1,0,0,872,0,0,6
1998,8,369,1,3,359,1,1.00,0,0,359,1,1,0,0,873,0,0,6
1998,8,359,1,3,369,1,1.00,0,0,369,1,1,0,0,874,0,0,6
1999,3,365,1,3,366,1,30.00,0,0,366,1,1,0,0,875,0,0,6
1999,3,366,1,3,365,1,30.00,0,0,365,1,1,0,0,876,0,0,6
1999,10,1,-9,3,860,-9,14926.00,780000,1,850,1,1,0,0,877,0,1,6
1999,12,710,1,3,721,1,21.45,447000,1,235,0,0,0,0,878,0,0,6
1991,.,571,1,1,.,1,5.00,0,0,-9,-9,-9,0,0,879,0,0,6
2000,1,651,1,1,625,1,20580.00,5000,0,625,1,1,0,0,880,0,0,6
2002,5,860,1,-9,860,-9,14926.00,950000,1,1,-9,-9,1,0,881,1,0,6
2003,12,475,1,3,471,1,.,.,0,471,1,1,0,0,882,0,0,6
2003,12,471,1,3,475,1,.,.,0,475,1,1,0,0,883,0,0,6
2004,7,679,1,3,670,1,40000.00,.,0,670,1,1,0,0,884,0,1,6
2006,6,341,1,4,341,-9,13812.00,650000,1,345,1,1,1,0,885,1,0,6
2008,8,471,1,3,475,1,665.00,300000,0,475,1,1,0,0,886,0,1,6
2008,10,710,1,3,365,1,174.00,0,0,365,1,1,0,0,887,0,0,6
2011,1,710,1,3,702,1,1142.00,.,0,702,1,1,0,0,888,0,0,6
2011,7,626,1,-9,626,-9,619745,8260000,1,625,1,1,1,0,889,1,1,6
2014,3,365,1,1,369,1,27000.00,2400000,1,369,1,1,0,0,890,0,1,6
2008,2,347,1,-9,347,1,10887.00,1747383,1,345,1,1,1,0,891,1,0,6
2015,7,750,1,-9,750,1,69.44,51000,1,771,1,1,0,0,892,0,0,6
2015,7,771,1,-9,771,1,28.77,51000,1,750,1,1,0,0,893,0,0,6
1940,3,365,1,3,375,1,40000.00,450000,1,375,-9,-9,-9,-9,894,0,1,6
1954,8,750,1,2,235,0,491.00,57963,1,235,-9,-9,-9,-9,895,0,1,6
1999,12,571,1,3,571,1,5.00,0,1,565,-9,-9,-9,-9,896,0,0,6
